LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default
70000.0,2,2,1,59,0,0,3,11903.0,10656.0,9022.0,596.0,534.0,452.0,0
235000.0,2,2,1,24,-1,2,1,78046.0,69245.0,67732.0,13487.0,11966.0,11704.0,0
150000.0,2,3,2,56,-1,-1,0,174728.0,174179.0,151716.0,38387.0,38266.0,33331.0,0
85000.0,1,1,2,59,-1,1,-1,19245.0,16227.0,14212.0,5311.0,4478.0,3922.0,0
90000.0,1,1,2,51,-1,-1,0,104203.0,104079.0,109025.0,26748.0,26716.0,27986.0,0
150000.0,2,2,1,55,2,0,1,34784.0,28540.0,26202.0,3225.0,2646.0,2430.0,0
130000.0,1,4,2,42,-1,3,1,115116.0,98325.0,83599.0,15747.0,13450.0,11436.0,1
60000.0,2,2,1,23,1,0,3,49616.0,45783.0,43961.0,6119.0,5647.0,5422.0,1
20000.0,1,4,1,37,2,1,2,3742.0,3034.0,2862.0,1067.0,865.0,816.0,1
245000.0,2,1,1,22,-1,-1,3,269859.0,255808.0,221802.0,72000.0,68251.0,59178.0,0
85000.0,1,1,3,28,3,-1,2,63305.0,62647.0,54859.0,17381.0,17200.0,15062.0,1
105000.0,2,2,2,41,0,2,0,60420.0,62603.0,63016.0,9446.0,9788.0,9852.0,1
75000.0,1,1,2,45,3,2,3,89213.0,76590.0,73723.0,24914.0,21389.0,20588.0,1
270000.0,2,2,2,45,3,1,-1,251451.0,250055.0,255265.0,68081.0,67703.0,69114.0,1
215000.0,2,4,2,59,-1,1,0,118753.0,118440.0,111008.0,7798.0,7777.0,7289.0,1
115000.0,1,3,2,41,2,-1,0,77942.0,81293.0,81173.0,13042.0,13603.0,13583.0,1
370000.0,2,2,2,43,1,1,-1,284335.0,259428.0,224718.0,78362.0,71497.0,61931.0,0
100000.0,2,2,1,22,0,0,0,66846.0,55244.0,49874.0,8600.0,7107.0,6416.0,0
50000.0,2,1,1,33,1,-1,-1,31255.0,32526.0,29492.0,4977.0,5180.0,4697.0,1
60000.0,2,2,1,67,-1,0,-1,11931.0,9836.0,9924.0,490.0,404.0,407.0,0
395000.0,1,2,1,54,2,0,1,375920.0,380620.0,333308.0,106511.0,107842.0,94437.0,0
690000.0,2,2,2,66,0,-1,1,828000.0,850933.0,845854.0,96658.0,99335.0,98742.0,1
85000.0,2,2,2,65,-1,-1,-1,84010.0,67980.0,59530.0,7033.0,5691.0,4984.0,0
670000.0,1,1,2,43,1,1,0,733392.0,642648.0,561613.0,211081.0,184963.0,161640.0,0
85000.0,1,1,1,25,-1,-1,3,46786.0,43006.0,35212.0,10268.0,9438.0,7728.0,0
280000.0,1,3,2,57,0,3,-1,336000.0,340286.0,303659.0,55057.0,55760.0,49758.0,0
230000.0,1,1,2,39,0,1,0,276000.0,287471.0,284258.0,46358.0,48285.0,47745.0,1
130000.0,2,2,1,28,-1,-1,3,144467.0,138217.0,115608.0,5781.0,5531.0,4626.0,0
150000.0,2,2,1,58,3,-1,1,165950.0,154056.0,149124.0,20137.0,18694.0,18095.0,1
15000.0,1,3,2,42,-1,1,2,17364.0,16837.0,13631.0,2051.0,1989.0,1610.0,1
60000.0,1,2,2,27,0,3,-1,11789.0,11101.0,11386.0,2028.0,1909.0,1958.0,0
70000.0,2,3,2,64,1,0,0,74407.0,65934.0,58754.0,12987.0,11508.0,10255.0,1
250000.0,2,3,2,63,1,1,-1,196322.0,162720.0,134424.0,11850.0,9822.0,8114.0,1
200000.0,2,2,2,48,-1,0,1,149275.0,154637.0,129100.0,32189.0,33345.0,27839.0,1
110000.0,2,2,2,48,2,1,1,99814.0,98702.0,99631.0,8111.0,8021.0,8096.0,1
75000.0,1,2,1,47,0,0,1,32220.0,31395.0,32784.0,6645.0,6475.0,6761.0,0
40000.0,2,3,2,59,1,2,0,10751.0,11005.0,10286.0,756.0,774.0,724.0,0
65000.0,1,2,1,44,-1,1,0,26032.0,25254.0,22488.0,5555.0,5389.0,4799.0,0
130000.0,1,3,2,21,0,1,0,147876.0,144143.0,135111.0,12153.0,11847.0,11104.0,0
35000.0,1,1,2,52,1,0,0,37877.0,38645.0,39439.0,6095.0,6219.0,6347.0,1
215000.0,1,2,2,53,-1,1,1,45616.0,41430.0,39138.0,8346.0,7580.0,7161.0,0
35000.0,2,3,1,52,1,1,0,8699.0,7904.0,7232.0,1715.0,1558.0,1426.0,1
195000.0,1,2,1,52,1,0,-1,221740.0,232128.0,189865.0,38702.0,40515.0,33139.0,1
25000.0,2,2,2,49,1,1,0,29202.0,24323.0,23754.0,7474.0,6225.0,6079.0,1
105000.0,1,2,1,37,1,1,3,103580.0,83868.0,68082.0,17689.0,14323.0,11627.0,1
90000.0,1,1,2,21,0,-1,2,40902.0,39484.0,41413.0,7878.0,7605.0,7976.0,0
155000.0,2,2,1,52,0,0,3,81785.0,85511.0,88735.0,10761.0,11251.0,11675.0,0
35000.0,2,2,3,25,2,1,1,33488.0,31139.0,31840.0,5786.0,5380.0,5501.0,1
55000.0,2,2,2,44,0,0,1,55239.0,50489.0,51711.0,3301.0,3017.0,3090.0,1
90000.0,1,1,2,65,2,-1,1,85157.0,84793.0,80262.0,4912.0,4891.0,4630.0,1
65000.0,2,1,2,35,0,0,0,64348.0,62416.0,52282.0,11784.0,11430.0,9574.0,1
20000.0,1,2,1,57,0,2,-1,22284.0,19358.0,19815.0,2286.0,1986.0,2033.0,1
215000.0,2,3,3,24,1,1,0,92028.0,86927.0,70496.0,16942.0,16003.0,12978.0,0
185000.0,2,2,1,58,1,1,-1,54124.0,51997.0,52347.0,4111.0,3949.0,3976.0,0
1760000.0,2,2,2,58,1,1,0,1526130.0,1420678.0,1368847.0,255489.0,237835.0,229158.0,0
255000.0,2,1,1,36,3,-1,1,93919.0,94474.0,85466.0,15198.0,15288.0,13830.0,1
120000.0,2,3,2,29,1,0,0,127030.0,114340.0,107607.0,15886.0,14299.0,13457.0,1
150000.0,1,1,2,29,2,-1,-1,152523.0,132666.0,118275.0,43265.0,37633.0,33550.0,0
305000.0,1,2,2,53,3,0,-1,342735.0,289182.0,248950.0,28188.0,23784.0,20475.0,1
255000.0,1,1,1,28,-1,-1,1,55547.0,46416.0,46546.0,3776.0,3156.0,3164.0,0
35000.0,1,3,1,62,-1,1,-1,36652.0,36879.0,35872.0,8583.0,8637.0,8401.0,1
170000.0,2,1,1,30,1,3,0,106315.0,103976.0,91690.0,19212.0,18789.0,16569.0,1
85000.0,2,4,2,40,-1,3,0,29823.0,25303.0,22848.0,8024.0,6808.0,6147.0,1
100000.0,1,2,2,68,0,1,3,44194.0,41967.0,43263.0,9720.0,9231.0,9516.0,1
95000.0,1,2,2,24,0,1,1,72549.0,66133.0,56033.0,13319.0,12141.0,10287.0,0
75000.0,1,1,1,40,-1,2,-1,49575.0,44869.0,43635.0,10404.0,9416.0,9157.0,0
445000.0,2,1,1,29,1,2,3,479786.0,481350.0,412087.0,18151.0,18210.0,15590.0,1
25000.0,2,1,2,51,-1,2,3,6181.0,5073.0,4619.0,273.0,224.0,204.0,0
100000.0,2,2,2,27,-1,1,-1,70032.0,62006.0,59258.0,5200.0,4604.0,4400.0,0
40000.0,1,1,1,55,2,-1,0,19914.0,18173.0,18029.0,2296.0,2095.0,2079.0,1
170000.0,1,1,1,52,-1,0,-1,27719.0,25983.0,24349.0,5949.0,5577.0,5226.0,0
375000.0,2,2,1,23,0,0,-1,57764.0,58909.0,60210.0,15879.0,16194.0,16551.0,0
150000.0,2,1,2,68,2,0,1,42598.0,44526.0,46096.0,3811.0,3984.0,4124.0,1
105000.0,1,1,1,40,0,0,2,73308.0,74249.0,67339.0,15103.0,15297.0,13874.0,1
65000.0,2,2,2,63,-1,0,-1,69324.0,68218.0,59406.0,8197.0,8067.0,7025.0,0
15000.0,1,3,2,61,2,2,-1,15947.0,13414.0,12219.0,3925.0,3301.0,3007.0,1
115000.0,2,1,1,36,1,1,-1,104118.0,91036.0,80678.0,5324.0,4655.0,4126.0,1
45000.0,2,2,2,55,3,-1,0,22198.0,18098.0,16814.0,3042.0,2480.0,2304.0,0
50000.0,2,3,2,55,0,0,3,42751.0,42750.0,42104.0,9099.0,9099.0,8962.0,1
55000.0,1,3,1,55,-1,-1,0,29711.0,26199.0,24563.0,7773.0,6855.0,6427.0,0
145000.0,2,2,1,59,0,1,1,89638.0,89280.0,93029.0,16274.0,16209.0,16890.0,0
40000.0,2,2,3,39,3,1,-1,15304.0,15332.0,14667.0,997.0,999.0,956.0,1
150000.0,2,3,2,54,-1,3,-1,121024.0,116315.0,116945.0,26907.0,25860.0,26000.0,1
85000.0,2,1,2,25,0,0,1,68118.0,56531.0,58382.0,3666.0,3042.0,3142.0,1
80000.0,2,3,2,63,2,3,0,20630.0,18732.0,16423.0,3869.0,3513.0,3080.0,1
70000.0,1,1,2,54,1,1,1,55992.0,46405.0,44897.0,3380.0,2801.0,2710.0,1
150000.0,2,1,1,48,0,-1,0,123272.0,125782.0,119274.0,13144.0,13412.0,12718.0,0
175000.0,2,2,2,35,1,1,-1,203477.0,175072.0,145802.0,43352.0,37301.0,31064.0,1
50000.0,2,2,1,43,1,-1,-1,28678.0,29734.0,24661.0,5459.0,5660.0,4695.0,1
30000.0,2,4,2,67,0,-1,1,36000.0,36035.0,29733.0,6348.0,6354.0,5243.0,0
40000.0,1,2,1,69,0,-1,-1,23543.0,23347.0,20379.0,1906.0,1890.0,1649.0,1
185000.0,2,4,2,40,-1,0,0,117649.0,112074.0,106952.0,30642.0,29190.0,27856.0,0
125000.0,1,1,1,24,-1,-1,0,96164.0,96682.0,94426.0,14642.0,14721.0,14377.0,0
120000.0,2,2,2,61,1,-1,-1,86018.0,75673.0,70267.0,12881.0,11332.0,10522.0,1
230000.0,2,2,1,25,2,0,2,49470.0,50650.0,42025.0,5961.0,6103.0,5064.0,0
100000.0,1,2,2,23,0,0,0,113538.0,105201.0,86946.0,16089.0,14908.0,12321.0,0
60000.0,2,3,2,42,1,-1,1,40311.0,39192.0,40976.0,4147.0,4032.0,4215.0,0
80000.0,2,3,2,68,0,1,0,96000.0,82273.0,80988.0,13027.0,11164.0,10990.0,1
105000.0,2,2,3,21,0,-1,-1,117907.0,106322.0,97601.0,10823.0,9760.0,8959.0,0
225000.0,2,2,2,66,0,3,1,58677.0,55738.0,54981.0,7976.0,7576.0,7473.0,1
95000.0,1,3,2,25,3,-1,-1,51807.0,50354.0,51121.0,9243.0,8984.0,9121.0,1
55000.0,2,3,2,52,0,-1,0,27928.0,28824.0,26438.0,7050.0,7276.0,6674.0,0
105000.0,2,2,2,44,0,0,-1,76906.0,73663.0,63147.0,12343.0,11822.0,10134.0,0
110000.0,1,1,1,35,0,0,1,124876.0,108413.0,109729.0,22187.0,19262.0,19495.0,1
120000.0,2,2,1,65,0,-1,3,57219.0,50517.0,47666.0,10023.0,8849.0,8350.0,0
145000.0,2,2,1,64,0,1,-1,174000.0,151619.0,142852.0,8374.0,7297.0,6875.0,1
165000.0,1,2,1,34,0,0,-1,173102.0,158714.0,151837.0,27439.0,25159.0,24069.0,1
65000.0,2,2,2,63,1,0,2,18830.0,15350.0,12755.0,2138.0,1743.0,1448.0,1
60000.0,2,2,2,30,-1,-1,1,46424.0,39052.0,32871.0,9608.0,8082.0,6803.0,0
110000.0,1,2,2,49,-1,1,3,94468.0,93594.0,95304.0,23821.0,23601.0,24032.0,1
55000.0,1,1,1,31,1,0,-1,62241.0,50990.0,49279.0,3866.0,3167.0,3061.0,1
45000.0,2,2,2,30,1,-1,0,34675.0,32527.0,30806.0,8725.0,8185.0,7751.0,1
90000.0,2,2,2,67,-1,3,0,87914.0,74450.0,71657.0,4397.0,3723.0,3584.0,1
120000.0,1,2,1,48,2,1,1,85761.0,71790.0,73630.0,11342.0,9494.0,9738.0,1
140000.0,2,4,2,29,2,0,2,128327.0,134584.0,131479.0,31848.0,33401.0,32630.0,0
100000.0,2,2,2,33,-1,1,1,21562.0,22077.0,20121.0,1201.0,1229.0,1120.0,0
50000.0,1,2,2,29,0,0,0,54500.0,49611.0,49117.0,4269.0,3886.0,3848.0,1
160000.0,1,1,2,21,-1,1,1,44663.0,43464.0,39312.0,2552.0,2483.0,2246.0,0
45000.0,1,1,2,53,1,0,1,14077.0,14234.0,14178.0,4048.0,4093.0,4077.0,0
185000.0,1,3,3,66,2,3,-1,151069.0,123295.0,101030.0,5676.0,4632.0,3796.0,0
65000.0,2,2,2,42,2,-1,-1,45765.0,42003.0,39208.0,4848.0,4449.0,4153.0,0
80000.0,2,1,2,49,1,-1,0,45370.0,36527.0,37844.0,9296.0,7484.0,7754.0,0
90000.0,2,2,1,62,-1,3,1,106322.0,99265.0,81098.0,8314.0,7763.0,6342.0,1
30000.0,1,1,2,32,2,0,1,28658.0,24010.0,19502.0,1924.0,1612.0,1309.0,1
95000.0,1,2,2,29,1,0,2,72094.0,75691.0,70257.0,17516.0,18390.0,17070.0,1
380000.0,2,1,1,64,2,2,-1,190702.0,169699.0,145311.0,21906.0,19493.0,16692.0,1
150000.0,2,1,2,26,0,1,-1,85139.0,80028.0,81349.0,14165.0,13315.0,13535.0,0
90000.0,2,1,3,45,3,-1,1,35419.0,34562.0,29866.0,10217.0,9970.0,8615.0,1
50000.0,1,2,2,25,2,1,-1,58122.0,59535.0,48686.0,2449.0,2509.0,2052.0,1
240000.0,2,1,1,67,0,0,-1,206545.0,193584.0,194607.0,55321.0,51849.0,52123.0,0
80000.0,2,1,2,55,-1,0,0,69888.0,66313.0,54188.0,13887.0,13177.0,10767.0,1
70000.0,1,2,1,57,0,-1,0,75642.0,61805.0,64061.0,2821.0,2305.0,2389.0,0
130000.0,2,1,2,30,-1,0,3,113549.0,107587.0,104687.0,4778.0,4527.0,4405.0,0
470000.0,2,1,2,66,0,-1,1,488218.0,404457.0,385874.0,39331.0,32583.0,31086.0,1
145000.0,2,2,1,59,1,1,3,107831.0,88639.0,83055.0,9299.0,7644.0,7162.0,1
120000.0,2,1,2,40,0,0,1,88178.0,74599.0,72776.0,18307.0,15488.0,15110.0,0
110000.0,1,2,1,60,0,1,0,114446.0,94144.0,82757.0,27388.0,22529.0,19804.0,0
170000.0,1,1,2,59,1,2,3,34691.0,33592.0,32768.0,9038.0,8752.0,8537.0,1
85000.0,1,1,1,45,1,0,2,81168.0,83993.0,72263.0,14972.0,15493.0,13329.0,1
60000.0,1,4,1,48,-1,1,0,26260.0,26795.0,24981.0,7488.0,7640.0,7123.0,0
125000.0,1,1,1,44,-1,-1,1,110303.0,109471.0,92966.0,26836.0,26633.0,22618.0,0
480000.0,2,2,2,43,-1,1,0,299584.0,257392.0,259933.0,48628.0,41779.0,42192.0,0
155000.0,1,1,1,57,0,0,1,140646.0,125041.0,131028.0,14411.0,12812.0,13425.0,1
185000.0,2,2,2,65,3,-1,0,161268.0,138659.0,114391.0,34972.0,30069.0,24806.0,1
240000.0,1,2,1,27,3,2,2,126972.0,106427.0,88839.0,31421.0,26337.0,21984.0,1
25000.0,1,1,2,40,2,-1,2,17889.0,15892.0,16314.0,4598.0,4084.0,4193.0,1
95000.0,1,3,2,58,-1,-1,-1,20400.0,18248.0,16752.0,3349.0,2996.0,2750.0,0
120000.0,1,1,2,53,-1,-1,1,76443.0,71628.0,66058.0,8140.0,7627.0,7034.0,1
40000.0,1,1,1,33,0,2,0,22746.0,19933.0,18341.0,5882.0,5154.0,4743.0,0
55000.0,1,2,1,34,-1,-1,3,66000.0,67075.0,55679.0,14290.0,14523.0,12056.0,0
50000.0,2,3,2,29,0,1,0,19762.0,18782.0,15247.0,1089.0,1035.0,840.0,0
275000.0,2,1,2,66,1,-1,0,274863.0,262604.0,224907.0,77561.0,74101.0,63464.0,1
725000.0,1,3,1,56,2,3,3,444273.0,443995.0,384234.0,49927.0,49895.0,43180.0,1
225000.0,1,2,2,47,-1,2,0,204531.0,175818.0,163514.0,29116.0,25029.0,23277.0,0
210000.0,2,4,2,24,2,0,0,192785.0,166063.0,145346.0,33485.0,28844.0,25245.0,1
120000.0,2,3,2,25,0,2,2,105075.0,106421.0,104339.0,10410.0,10543.0,10337.0,0
515000.0,1,2,1,42,1,-1,0,597505.0,603659.0,575237.0,95954.0,96942.0,92378.0,0
55000.0,1,1,2,52,-1,0,1,17002.0,14790.0,14847.0,3037.0,2642.0,2652.0,0
15000.0,1,1,2,51,3,1,1,8051.0,7832.0,6844.0,2313.0,2250.0,1966.0,1
175000.0,1,1,1,25,1,3,2,209685.0,214910.0,206742.0,18749.0,19216.0,18486.0,1
25000.0,1,2,2,63,-1,0,-1,23958.0,23919.0,19941.0,3491.0,3485.0,2906.0,1
15000.0,2,1,1,54,0,1,0,5121.0,5301.0,4517.0,359.0,372.0,317.0,1
370000.0,2,2,2,47,0,-1,-1,323134.0,259208.0,244301.0,40581.0,32552.0,30680.0,0
350000.0,1,1,1,35,0,1,0,361105.0,338325.0,325736.0,84337.0,79017.0,76077.0,0
25000.0,2,1,2,66,0,2,0,7018.0,6472.0,6227.0,1552.0,1431.0,1377.0,1
300000.0,1,1,1,42,-1,3,-1,45198.0,41100.0,35340.0,3411.0,3102.0,2667.0,0
75000.0,1,3,1,56,2,-1,1,32919.0,33054.0,32149.0,1458.0,1464.0,1424.0,1
190000.0,1,1,2,46,1,-1,0,212577.0,216504.0,202766.0,52644.0,53617.0,50215.0,0
200000.0,1,3,1,62,-1,-1,-1,102580.0,91507.0,81720.0,25643.0,22875.0,20428.0,0
30000.0,2,4,2,29,-1,0,2,8667.0,7687.0,7600.0,632.0,561.0,554.0,0
100000.0,1,1,1,49,1,1,-1,60987.0,49634.0,48289.0,3501.0,2849.0,2772.0,1
65000.0,2,4,2,49,1,0,1,44243.0,40902.0,36546.0,11241.0,10392.0,9286.0,1
65000.0,2,1,1,44,0,-1,1,71936.0,63632.0,56078.0,7396.0,6542.0,5766.0,0
30000.0,1,2,2,34,1,-1,0,5688.0,5761.0,5891.0,932.0,944.0,965.0,1
50000.0,1,2,2,52,1,1,-1,51112.0,51538.0,41488.0,2757.0,2780.0,2238.0,1
75000.0,1,1,2,64,-1,2,1,70060.0,70843.0,70733.0,18275.0,18479.0,18451.0,1
45000.0,1,1,2,58,-1,0,0,40990.0,33897.0,29169.0,7697.0,6365.0,5478.0,1
120000.0,1,1,2,66,1,1,0,123773.0,106788.0,99806.0,26161.0,22571.0,21095.0,1
450000.0,2,1,2,26,0,0,0,365783.0,363132.0,303814.0,32367.0,32132.0,26883.0,0
110000.0,2,1,2,69,-1,0,1,43610.0,40545.0,42251.0,4684.0,4355.0,4538.0,1
175000.0,1,1,3,28,2,-1,-1,173250.0,146797.0,122973.0,44090.0,37358.0,31295.0,1
15000.0,1,1,2,50,3,3,0,13552.0,11732.0,11435.0,1344.0,1163.0,1134.0,1
830000.0,2,2,2,64,1,-1,0,691967.0,725068.0,723076.0,199737.0,209292.0,208717.0,0
100000.0,2,4,2,60,-1,-1,0,76986.0,67678.0,70500.0,20592.0,18102.0,18857.0,0
65000.0,2,3,2,29,1,0,0,45116.0,38479.0,39714.0,8322.0,7098.0,7326.0,0
140000.0,2,3,2,48,3,0,0,30568.0,28737.0,24898.0,5064.0,4761.0,4125.0,1
85000.0,2,2,2,34,0,2,0,26704.0,26359.0,22855.0,4066.0,4014.0,3480.0,0
145000.0,1,2,2,50,3,2,-1,84930.0,75429.0,76122.0,4193.0,3724.0,3758.0,1
140000.0,1,1,2,53,-1,-1,-1,25795.0,25350.0,20828.0,3018.0,2966.0,2437.0,1
95000.0,2,2,1,33,1,-1,0,109156.0,114059.0,116013.0,27522.0,28758.0,29251.0,1
115000.0,2,4,2,41,3,-1,1,120140.0,113295.0,109560.0,25839.0,24367.0,23564.0,1
20000.0,1,1,1,24,-1,2,-1,7049.0,6011.0,5230.0,1359.0,1159.0,1009.0,0
20000.0,2,1,1,25,2,0,0,23186.0,19591.0,19184.0,4898.0,4139.0,4053.0,0
35000.0,1,2,2,26,0,3,0,30031.0,26421.0,24901.0,5856.0,5152.0,4855.0,1
110000.0,1,2,1,62,1,-1,3,97727.0,99090.0,101289.0,20337.0,20620.0,21078.0,1
60000.0,1,1,2,62,1,0,1,20022.0,19643.0,17174.0,4382.0,4299.0,3759.0,0
210000.0,2,1,1,65,-1,0,-1,118683.0,102696.0,86778.0,14484.0,12533.0,10590.0,0
335000.0,1,1,1,32,0,-1,1,80663.0,82778.0,83095.0,15994.0,16413.0,16476.0,0
140000.0,2,2,1,25,1,1,0,117258.0,95969.0,77737.0,20812.0,17034.0,13798.0,1
65000.0,1,1,2,51,1,1,1,76264.0,69002.0,67851.0,17880.0,16178.0,15908.0,1
115000.0,1,2,1,28,0,2,0,45139.0,38840.0,38886.0,2621.0,2255.0,2258.0,1
40000.0,1,1,2,52,0,-1,0,7029.0,5985.0,5517.0,1299.0,1106.0,1019.0,0
55000.0,1,1,2,28,0,0,-1,17381.0,15794.0,13178.0,4013.0,3647.0,3043.0,0
455000.0,2,2,1,54,1,-1,0,546000.0,458399.0,438024.0,36482.0,30629.0,29267.0,1
65000.0,2,1,2,45,2,0,-1,54123.0,47418.0,43697.0,13767.0,12061.0,11115.0,1
55000.0,2,3,2,32,3,1,1,62096.0,56146.0,57651.0,9294.0,8403.0,8628.0,1
5000.0,1,1,2,23,0,-1,0,4464.0,4551.0,3660.0,1229.0,1253.0,1007.0,0
30000.0,1,2,1,22,0,-1,3,19734.0,17392.0,15301.0,921.0,812.0,714.0,0
50000.0,1,2,1,33,0,2,2,25951.0,25555.0,22908.0,2840.0,2797.0,2507.0,1
20000.0,2,2,1,36,1,-1,0,19620.0,16406.0,15158.0,1660.0,1388.0,1282.0,0
90000.0,2,3,2,34,-1,0,1,61984.0,52274.0,54219.0,5731.0,4833.0,5013.0,0
45000.0,2,1,1,60,0,3,0,21376.0,19958.0,18919.0,1714.0,1601.0,1517.0,1
255000.0,1,3,1,22,2,0,1,205052.0,211439.0,170927.0,17014.0,17544.0,14182.0,1
105000.0,2,2,2,38,1,0,-1,28395.0,29139.0,30080.0,1934.0,1985.0,2049.0,0
125000.0,2,3,1,32,3,0,1,17234.0,16115.0,15143.0,1207.0,1129.0,1061.0,1
145000.0,2,2,1,23,-1,2,1,69444.0,56135.0,46796.0,20168.0,16302.0,13590.0,0
100000.0,2,2,1,63,1,-1,2,88458.0,92716.0,76176.0,10253.0,10746.0,8829.0,1
60000.0,2,3,2,32,-1,-1,0,9071.0,9075.0,8959.0,792.0,792.0,782.0,0
230000.0,1,1,2,63,0,-1,1,98017.0,98736.0,101803.0,26294.0,26487.0,27310.0,0
245000.0,2,3,2,21,-1,0,-1,136781.0,119440.0,124061.0,32222.0,28137.0,29225.0,0
25000.0,1,2,3,39,1,-1,2,28552.0,29745.0,29752.0,6422.0,6691.0,6692.0,0
160000.0,2,2,2,65,-1,-1,3,104085.0,91786.0,84930.0,24868.0,21930.0,20292.0,0
120000.0,1,2,1,35,-1,0,2,43162.0,43802.0,36243.0,7600.0,7713.0,6382.0,1
40000.0,2,1,2,49,2,1,-1,13676.0,11668.0,10225.0,2354.0,2009.0,1760.0,1
60000.0,1,2,1,34,0,0,0,72000.0,75229.0,61067.0,19138.0,19996.0,16232.0,1
20000.0,2,2,1,62,-1,1,1,11909.0,11879.0,9705.0,564.0,563.0,460.0,1
40000.0,1,1,2,38,0,1,1,7743.0,8103.0,6688.0,2025.0,2119.0,1749.0,0
30000.0,2,2,1,39,-1,1,-1,35022.0,33017.0,27574.0,9484.0,8941.0,7467.0,1
275000.0,1,3,1,29,1,1,-1,92067.0,94452.0,80067.0,24471.0,25105.0,21281.0,0
35000.0,1,3,1,62,-1,1,-1,25080.0,20627.0,21232.0,5068.0,4168.0,4290.0,0
145000.0,1,2,2,37,2,0,0,123787.0,101841.0,104930.0,19796.0,16287.0,16781.0,1
70000.0,1,1,1,53,0,2,0,35726.0,33980.0,33675.0,5938.0,5648.0,5597.0,1
135000.0,2,1,2,44,0,-1,-1,83536.0,81989.0,67870.0,9650.0,9471.0,7840.0,0
105000.0,1,2,1,34,0,1,2,42172.0,36104.0,36088.0,9891.0,8468.0,8464.0,1
45000.0,2,3,2,55,0,0,1,51927.0,52036.0,49143.0,9078.0,9097.0,8592.0,1
170000.0,2,2,3,66,3,0,-1,151682.0,153911.0,138127.0,32418.0,32894.0,29521.0,1
20000.0,1,1,1,62,3,-1,0,9195.0,9479.0,9880.0,1647.0,1698.0,1770.0,1
240000.0,1,1,2,30,0,0,2,219771.0,178725.0,160441.0,42475.0,34542.0,31009.0,0
195000.0,1,3,1,33,-1,2,-1,52717.0,43492.0,36033.0,10798.0,8909.0,7381.0,0
115000.0,2,2,2,54,0,0,3,138000.0,122886.0,129006.0,15322.0,13644.0,14323.0,1
190000.0,2,1,1,25,2,1,3,193214.0,200380.0,194752.0,33336.0,34573.0,33602.0,1
100000.0,2,3,2,22,1,-1,0,101469.0,91695.0,82548.0,7901.0,7140.0,6428.0,0
105000.0,2,2,2,24,1,0,-1,81538.0,78889.0,66362.0,8275.0,8006.0,6735.0,0
140000.0,2,2,2,49,0,2,3,53643.0,49008.0,45109.0,6718.0,6138.0,5649.0,0
320000.0,1,1,2,62,0,0,-1,148695.0,133433.0,110871.0,7006.0,6287.0,5224.0,0
85000.0,1,1,1,50,0,0,3,44900.0,44854.0,46320.0,12759.0,12746.0,13163.0,0
25000.0,2,4,1,57,2,-1,-1,20148.0,20466.0,17396.0,4275.0,4343.0,3691.0,0
60000.0,2,1,1,66,1,0,-1,59408.0,48416.0,47746.0,14233.0,11599.0,11439.0,1
145000.0,1,1,1,66,1,2,1,83218.0,72790.0,61015.0,15156.0,13257.0,11112.0,1
25000.0,1,2,1,65,1,-1,0,26466.0,25229.0,21764.0,2291.0,2183.0,1884.0,0
140000.0,1,1,3,59,0,3,1,74628.0,68408.0,58100.0,18210.0,16692.0,14177.0,1
150000.0,1,2,1,28,-1,3,0,120165.0,109089.0,100021.0,8182.0,7428.0,6810.0,0
30000.0,2,1,2,27,3,0,3,24420.0,21291.0,18303.0,2132.0,1859.0,1598.0,1
225000.0,2,1,1,66,0,0,-1,250764.0,262343.0,211494.0,34188.0,35766.0,28834.0,0
65000.0,2,4,2,31,0,2,1,38938.0,34296.0,35234.0,4724.0,4160.0,4274.0,1
115000.0,1,2,1,38,1,-1,-1,110999.0,115410.0,110867.0,20603.0,21421.0,20578.0,0
65000.0,2,2,1,50,0,1,-1,16763.0,13656.0,13247.0,690.0,562.0,545.0,1
50000.0,1,2,2,67,2,3,1,8810.0,7905.0,7378.0,1577.0,1415.0,1321.0,1
45000.0,2,2,1,51,-1,0,-1,39837.0,32413.0,32934.0,6113.0,4974.0,5054.0,0
185000.0,2,2,1,31,0,2,3,66932.0,62127.0,58779.0,6324.0,5870.0,5554.0,1
160000.0,2,3,1,60,0,0,0,25579.0,26334.0,23428.0,5750.0,5919.0,5266.0,0
60000.0,1,3,1,37,0,1,1,9406.0,7575.0,6876.0,2123.0,1710.0,1552.0,0
80000.0,2,2,2,36,-1,2,1,49923.0,43033.0,40778.0,9787.0,8436.0,7994.0,0
35000.0,1,1,2,59,0,0,2,8110.0,7383.0,6252.0,2165.0,1971.0,1669.0,1
150000.0,2,1,1,39,2,-1,1,163593.0,134935.0,122238.0,42868.0,35358.0,32031.0,1
110000.0,2,2,2,51,1,3,3,98194.0,88009.0,89492.0,12817.0,11487.0,11681.0,1
75000.0,1,2,1,33,3,1,3,63222.0,63272.0,59768.0,7008.0,7013.0,6625.0,1
50000.0,1,2,1,33,0,3,0,46957.0,39250.0,40417.0,5058.0,4228.0,4353.0,1
